Px, Py, Pz, Rx, Ry, Rz, Rw, Time
0;2;0;0;0;0;1;0,02
0;2;0;0;0;0;1;0,04
0;2;0;0;0;0;1;0,3733333
0;2;0;0;0;0;1;0,4851431
0;2;0;0;0;0;1;0,5028606
0;2;0;0;0;0;1;0,5094601
0;2;0;0;0;0;1;0,5138631
0;2;0;0;0;0;1;0,5164122
0;2;0;0;0;0;1;0,5188376
0;2;0;0;0;0;1;0,5222378
0;2;0;0;0;0;1;0,5254965
0;2;0;0;0;0;1;0,5308666
0;2;0;0;0;0;1;0,5369632
0;2;0;0;0;0;1;0,5406535
0;2;0;0;0;0;1;0,5445245
0;2;0;0;0;0;1;0,548944
0;2;0;0;0;0;1;0,5521743
0;2;0;0;0;0;1;0,5557863
0;2;0;0;0;0;1;0,558746
0;2;0;0;0;0;1;0,5630119
0;2;0;0;0;0;1;0,5670027
0;2;0;0;0;0;1;0,5703961
0;2;0;0;0;0;1;0,5738176
0;2;0;0;0;0;1;0,5773609
0;2;0;0;0;0;1;0,5815116
0;2;0;0;0;0;1;0,5852762
0;2;0;0;0;0;1;0,5884783
0;2;0;0;0;0;1;0,5918016
0;2;0;0;0;0;1;0,5959215
0;2;0;0;0;0;1;0,5991701
0;2;0;0;0;0;1;0,6024768
0;2;0;0;0;0;1;0,6059514
0;2;0;0;0;0;1;0,6090136
0;2;0;0;0;0;1;0,6134332
0;2;0;0;0;0;1;0,6169407
0;2;0;0;0;0;1;0,6202739
0;2;0;0;0;0;1;0,6238247
0;2;0;0;0;0;1;0,6269417
0;2;0;0;0;0;1;0,6310136
0;2;0;0;0;0;1;0,6342658
0;2;0;0;0;0;1;0,6372606
0;2;0;0;0;0;1;0,6405848
0;2;0;0;0;0;1;0,6442721
0;2;0;0;0;0;1;0,6484103
0;2;0;0;0;0;1;0,6514955
0;2;0;0;0;0;1;0,6547216
0;2;0;0;0;0;1;0,6576185
0;2;0;0;0;0;1;0,6609934
0;2;0;0;0;0;1;0,6651659
0;2;0;0;0;0;1;0,6681149
0;2;0;0;0;0;1;0,6710769
0;2;0;0;0;0;1;0,6741598
0;2;0;0;0;0;1;0,6774831
0;2;0;0;0;0;1;0,6813615
0;2;0;0;0;0;1;0,6851634
0;2;0;0;0;0;1;0,6882047
0;2;0;0;0;0;1;0,6912751
0;2;0;0;0;0;1;0,6945228
0;2;0;0;0;0;1;0,6981905
0;2;0;0;0;0;1;0,7012196
0;2;0;0;0;0;1;0,7043338
0;2;0;0;0;0;1;0,7076828
0;2;0;0;0;0;1;0,7111198
0;2;0;0;0;0;1;0,7148068
0;2;0;0;0;0;1;0,7177693
0;2;0;0;0;0;1;0,7207608
0;2;0;0;0;0;1;0,7242614
0;2;0;0;0;0;1;0,7272068
0;2;0;0;0;0;1;0,7312818
0;2;0;0;0;0;1;0,7343516
0;2;0;0;0;0;1;0,7373849
0;2;0;0;0;0;1;0,740356
0;2;0;0;0;0;1;0,7439245
0;2;0;0;0;0;1;0,7477662
0;2;0;0;0;0;1;0,7506369
0;2;0;0;0;0;1;0,7538744
0;2;0;0;0;0;1;0,7570212
0;2;0;0;0;0;1;0,7600683
0;2;0;0;0;0;1;0,7641094
0;2;0;0;0;0;1;0,767123
0;2;0;0;0;0;1;0,7708428
0;2;0;0;0;0;1;0,7737963
0;2;0;0;0;0;1;0,776856
0;2;0;0;0;0;1;0,7807905
0;2;0;0;0;0;1;0,7842293
0;2;0;0;0;0;1;0,7871687
0;2;0;0;0;0;1;0,7899166
0;2;0;0;0;0;1;0,7929657
0;2;0;0;0;0;1;0,7967321
0;2;0;0;0;0;1;0,8007873
0;2;0;0;0;0;1;0,8040319
