HitX;HitY;HitZ;Px;Py;Pz;Rx;Ry;Rz;Time
-4,95;1,424;2,566;0;2;0;-0,044;0,519;-0,027;4,882
-4,95;1,422;2,61;0;2;0;-0,044;0,516;-0,027;4,887
-4,95;1,422;2,61;0;2;0;-0,044;0,516;-0,027;4,892
-4,95;1,431;2,621;0;2;0;-0,043;0,515;-0,026;4,896
-4,95;1,431;2,632;0;2;0;-0,043;0,514;-0,026;4,899
-4,95;1,431;2,632;0;2;0;-0,043;0,514;-0,026;4,902
-4,95;1,431;2,632;0;2;0;-0,043;0,514;-0,026;4,906
-4,95;1,42;2,643;0;2;0;-0,044;0,514;-0,026;4,909
-4,95;1,42;2,643;0;2;0;-0,044;0,514;-0,026;4,912
-4,95;1,42;2,643;0;2;0;-0,044;0,514;-0,026;4,915
-4,95;1,42;2,643;0;2;0;-0,044;0,514;-0,026;4,919
-4,95;1,401;2,632;0;2;0;-0,046;0,514;-0,027;4,923
-4,95;1,401;2,632;0;2;0;-0,046;0,514;-0,027;4,928
-4,95;1,372;2,621;0;2;0;-0,048;0,515;-0,029;4,932
-4,95;1,372;2,621;0;2;0;-0,048;0,515;-0,029;4,937
-4,95;1,323;2,61;0;2;0;-0,052;0,516;-0,031;4,943
-4,95;1,265;2,577;0;2;0;-0,056;0,518;-0,034;4,956
-4,95;1,208;2,544;0;2;0;-0,06;0,52;-0,037;4,973
-4,95;1,012;2,372;0;2;0;-0,075;0,531;-0,047;4,987
-4,95;0,886;2,225;0;2;0;-0,085;0,54;-0,055;5
-4,95;0,789;2,091;0;2;0;-0,092;0,549;-0,061;5,011
-4,95;0,765;2,03;0;2;0;-0,094;0,553;-0,063;5,016
-4,95;0,75;1,98;0;2;0;-0,095;0,557;-0,064;5,02
-4,95;0,75;1,98;0;2;0;-0,095;0,557;-0,064;5,025
-4,95;0,742;1,95;0;2;0;-0,096;0,559;-0,065;5,031
-4,95;0,745;1,92;0;2;0;-0,096;0,561;-0,065;5,037
-4,95;0,747;1,9;0;2;0;-0,095;0,563;-0,066;5,22
-4,95;0,777;1,198;0;2;0;-0,092;0,614;-0,073;5,227
-4,95;0,771;1,143;0;2;0;-0,093;0,618;-0,074;5,239
-4,95;0,75;1,007;0;2;0;-0,094;0,628;-0,077;5,242
-4,95;0,75;1,007;0;2;0;-0,094;0,628;-0,077;5,247
-4,95;0,746;0,891;0;2;0;-0,093;0,637;-0,078;5,25
-4,95;0,746;0,891;0;2;0;-0,093;0,637;-0,078;5,255
-4,95;0,733;0,766;0;2;0;-0,094;0,646;-0,08;5,258
-4,95;0,733;0,766;0;2;0;-0,094;0,646;-0,08;5,262
-4,95;0,738;0,625;0;2;0;-0,093;0,656;-0,082;5,269
-4,95;0,733;0,442;0;2;0;-0,092;0,67;-0,084;5,273
-4,95;0,733;0,442;0;2;0;-0,092;0,67;-0,084;5,278
-4,95;0,727;0,268;0;2;0;-0,091;0,682;-0,086;5,282
-4,95;0,727;0,268;0;2;0;-0,091;0,682;-0,086;5,291
-4,95;0,71;-0,078;0;2;0;-0,089;0,707;-0,091;5,298
-4,95;0,709;-0,242;0;2;0;-0,088;0,718;-0,092;5,303
-4,95;0,709;-0,242;0;2;0;-0,088;0,718;-0,092;5,322
-4,95;0,727;-0,66;0;2;0;-0,082;0,747;-0,094;5,356
-4,95;0,761;-1,161;0;2;0;-0,074;0,778;-0,093;5,374
-4,95;0,755;-1,551;0;2;0;-0,07;0,8;-0,095;5,39
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,396
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,4
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,405
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,409
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,413
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,416
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,42
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,423
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,426
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,43
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,433
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,437
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,44
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,443
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,449
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,452
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,456
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,46
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,463
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,469
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,473
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,477
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,481
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,487
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,491
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,495
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,499
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,503
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,508
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,512
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,515
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,519
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,522
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,525
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,528
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,531
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,535
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,538
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,542
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,546
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,55
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,554
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,558
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,562
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,566
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,571
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,575
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,579
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,583
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,589
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,593
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,598
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,601
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,605
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,615
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,619
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,622
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,626
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,629
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,633
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,636
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,64
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,644
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,648
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,652
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,655
-4,95;0,747;-1,782;0;2;0;-0,067;0,813;-0,095;5,659
-4,95;0,728;-1,89;0;2;0;-0,067;0,818;-0,097;5,663
-4,95;0,728;-1,89;0;2;0;-0,067;0,818;-0,097;5,667
-4,95;0,672;-2,071;0;2;0;-0,067;0,826;-0,101;5,672
-4,95;0,585;-2,329;0;2;0;-0,068;0,838;-0,107;5,676
-4,95;0,585;-2,329;0;2;0;-0,068;0,838;-0,107;5,681
-4,95;0,447;-2,699;0;2;0;-0,068;0,852;-0,115;5,686
-4,95;0,306;-3,081;0;2;0;-0,068;0,865;-0,123;5,69
-4,95;0,306;-3,081;0;2;0;-0,068;0,865;-0,123;5,695
-4,95;0,148;-3,492;0;2;0;-0,068;0,878;-0,131;5,699
-4,95;0,148;-3,492;0;2;0;-0,068;0,878;-0,131;5,703
-4,841;0;-3,92;0;2;0;-0,067;0,892;-0,14;5,709
-4,442;0;-4;0;2;0;-0,065;0,902;-0,147;5,713
-4,442;0;-4;0;2;0;-0,065;0,902;-0,147;5,717
-4,129;0;-4,086;0;2;0;-0,064;0,91;-0,152;5,721
-4,129;0;-4,086;0;2;0;-0,064;0,91;-0,152;5,726
-3,786;0;-4,191;0;2;0;-0,061;0,92;-0,158;5,73
-3,563;0;-4,262;0;2;0;-0,059;0,926;-0,162;5,734
-3,563;0;-4,262;0;2;0;-0,059;0,926;-0,162;5,739
-3,319;0;-4,342;0;2;0;-0,056;0,933;-0,165;5,743
-3,319;0;-4,342;0;2;0;-0,056;0,933;-0,165;5,748
-3,077;0;-4,411;0;2;0;-0,053;0,939;-0,169;5,753
-2,898;0;-4,463;0;2;0;-0,051;0,943;-0,171;5,757
-2,898;0;-4,463;0;2;0;-0,051;0,943;-0,171;5,761
-2,742;0;-4,527;0;2;0;-0,048;0,947;-0,173;5,766
-2,614;0;-4,602;0;2;0;-0,046;0,951;-0,174;5,77
-2,614;0;-4,602;0;2;0;-0,046;0,951;-0,174;5,775
-2,48;0;-4,644;0;2;0;-0,044;0,954;-0,175;5,779
-2,48;0;-4,644;0;2;0;-0,044;0,954;-0,175;5,783
-1,776;0,509;-3,5;0;2;0;-0,042;0,957;-0,176;5,788
-1,699;0,53;-3,5;0;2;0;-0,04;0,959;-0,175;5,792
-1,699;0,53;-3,5;0;2;0;-0,04;0,959;-0,175;5,797
-1,64;0,547;-3,5;0;2;0;-0,039;0,96;-0,175;5,801
-1,64;0,547;-3,5;0;2;0;-0,039;0,96;-0,175;5,806
-1,588;0,571;-3,5;0;2;0;-0,037;0,962;-0,173;5,81
-1,566;0,582;-3,5;0;2;0;-0,037;0,963;-0,172;5,814
-1,566;0,582;-3,5;0;2;0;-0,037;0,963;-0,172;5,819
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,823
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,827
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,831
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,834
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,839
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,842
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,846
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,85
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,854
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,857
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,861
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,865
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,869
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,873
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,876
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,879
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,883
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,887
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,89
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,894
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,897
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,901
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,905
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,908
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,912
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,915
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,918
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,922
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,925
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,929
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,932
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,936
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,939
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,942
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,946
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,95
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,954
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,957
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,961
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,964
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,967
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,971
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,974
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,978
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,982
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,986
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,99
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,993
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;5,997
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,004
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,008
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,012
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,015
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,019
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,023
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,027
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,03
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,034
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,037
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,04
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,044
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,047
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,05
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,054
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,057
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,06
-1,551;0,584;-3,5;0;2;0;-0,036;0,963;-0,172;6,065
-1,5;0,601;-3,517;0;2;0;-0,035;0,965;-0,171;6,068
-1,5;0,601;-3,517;0;2;0;-0,035;0,965;-0,171;6,071
-1,5;0,601;-3,517;0;2;0;-0,035;0,965;-0,171;6,075
-1,5;0,563;-3,676;0;2;0;-0,033;0,967;-0,17;6,08
-1,5;0,506;-3,97;0;2;0;-0,03;0,97;-0,166;6,084
-1,5;0,506;-3,97;0;2;0;-0,03;0,97;-0,166;6,089
-1,695;0,229;-4,95;0;2;0;-0,027;0,973;-0,16;6,093
-1,695;0,229;-4,95;0;2;0;-0,027;0,973;-0,16;6,097
-1,504;0,339;-4,95;0;2;0;-0,023;0,977;-0,153;6,1
-1,504;0,339;-4,95;0;2;0;-0,023;0,977;-0,153;6,105
-1,345;0,442;-4,95;0;2;0;-0,019;0,98;-0,146;6,11
-1,188;0,531;-4,95;0;2;0;-0,016;0,983;-0,139;6,115
-1,188;0,531;-4,95;0;2;0;-0,016;0,983;-0,139;6,119
-1,052;0,606;-4,95;0;2;0;-0,014;0,986;-0,133;6,126
-0,9;0,671;-4,95;0;2;0;-0,012;0,988;-0,128;6,13
-0,9;0,671;-4,95;0;2;0;-0,012;0,988;-0,128;6,135
-0,766;0,733;-4,95;0;2;0;-0,009;0,989;-0,123;6,141
-0,643;0,783;-4,95;0;2;0;-0,008;0,991;-0,119;6,146
-0,529;0,832;-4,95;0;2;0;-0,006;0,992;-0,115;6,15
-0,529;0,832;-4,95;0;2;0;-0,006;0,992;-0,115;6,154
-0,424;0,871;-4,95;0;2;0;-0,005;0,993;-0,111;6,158
-0,424;0,871;-4,95;0;2;0;-0,005;0,993;-0,111;6,162
-0,329;0,909;-4,95;0;2;0;-0,004;0,994;-0,108;6,167
-0,225;0,938;-4,95;0;2;0;-0,002;0,994;-0,105;6,174
-0,225;0,938;-4,95;0;2;0;-0,002;0,994;-0,105;6,178
-0,147;0,965;-4,95;0;2;0;-0,002;0,995;-0,103;6,183
-0,078;0,975;-4,95;0;2;0;-0,001;0,995;-0,102;6,188
-0,026;0,993;-4,95;0;2;0;0;0,995;-0,1;6,194
-0,026;0,993;-4,95;0;2;0;0;0,995;-0,1;6,198
0,017;0,993;-4,95;0;2;0;0;0,995;-0,1;6,202
0,043;0,993;-4,95;0;2;0;0;0,995;-0,1;6,206
0,043;0,993;-4,95;0;2;0;0;0,995;-0,1;6,21
0,052;0,984;-4,95;0;2;0;0,001;0,995;-0,101;6,214
0,052;0,984;-4,95;0;2;0;0,001;0,995;-0,101;6,217
0,052;0,975;-4,95;0;2;0;0,001;0,995;-0,102;6,221
0,052;0,975;-4,95;0;2;0;0,001;0,995;-0,102;6,227
0,052;0,966;-4,95;0;2;0;0,001;0,995;-0,103;6,234
0,035;0,948;-4,95;0;2;0;0;0,995;-0,105;6,24
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,245
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,248
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,251
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,255
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,258
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,261
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,266
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,269
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,273
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,276
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,28
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,283
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,287
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,29
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,293
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,297
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,3
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,303
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,307
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,31
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,314
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,317
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,321
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,324
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,328
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,331
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,334
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,337
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,34
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,343
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,347
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,35
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,354
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,357
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,36
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,363
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,367
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,372
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,376
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,379
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,382
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,386
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,389
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,392
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,396
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,399
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,402
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,406
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,409
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,412
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,415
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,419
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,422
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,426
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,43
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,433
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,436
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,44
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,443
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,447
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,45
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,454
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,457
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,461
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,467
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,47
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,473
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,477
0,026;0,939;-4,95;0;2;0;0;0,994;-0,105;6,481
0,069;0,948;-4,95;0;2;0;0,001;0,994;-0,105;6,486
0,121;0,966;-4,95;0;2;0;0,001;0,995;-0,103;6,491
0,121;0,966;-4,95;0;2;0;0,001;0,995;-0,103;6,495
0,182;0,983;-4,95;0;2;0;0,002;0,995;-0,101;6,498
0,182;0,983;-4,95;0;2;0;0,002;0,995;-0,101;6,502
0,242;0,992;-4,95;0;2;0;0,002;0,995;-0,1;6,507
0,329;1,018;-4,95;0;2;0;0,003;0,995;-0,098;6,511
0,329;1,018;-4,95;0;2;0;0,003;0,995;-0,098;6,515
0,416;1,052;-4,95;0;2;0;0,004;0,995;-0,094;6,519
0,416;1,052;-4,95;0;2;0;0,004;0,995;-0,094;6,523
0,52;1,095;-4,95;0;2;0;0,005;0,995;-0,09;6,53
0,617;1,138;-4,95;0;2;0;0,005;0,994;-0,085;6,533
0,617;1,138;-4,95;0;2;0;0,005;0,994;-0,085;6,537
0,696;1,19;-4,95;0;2;0;0,006;0,994;-0,08;6,54
0,696;1,19;-4,95;0;2;0;0,006;0,994;-0,08;6,565
0,926;1,346;-4,95;0;2;0;0,006;0,994;-0,064;6,572
0,971;1,381;-4,95;0;2;0;0,006;0,993;-0,061;6,576
1,007;1,416;-4,95;0;2;0;0,006;0,993;-0,057;6,581
1,043;1,442;-4,95;0;2;0;0,006;0,993;-0,055;6,594
1,052;1,459;-4,95;0;2;0;0,006;0,993;-0,053;6,599
1,061;1,468;-4,95;0;2;0;0,006;0,993;-0,052;6,603
1,061;1,468;-4,95;0;2;0;0,006;0,993;-0,052;6,608
1,07;1,477;-4,95;0;2;0;0,005;0,993;-0,051;6,612
1,07;1,486;-4,95;0;2;0;0,005;0,993;-0,05;6,616
1,07;1,486;-4,95;0;2;0;0,005;0,993;-0,05;6,619
1,061;1,486;-4,95;0;2;0;0,005;0,993;-0,05;6,623
1,061;1,486;-4,95;0;2;0;0,005;0,993;-0,05;6,627
1,061;1,495;-4,95;0;2;0;0,005;0,993;-0,049;6,631
1,061;1,495;-4,95;0;2;0;0,005;0,993;-0,049;6,634
1,061;1,495;-4,95;0;2;0;0,005;0,993;-0,049;6,638
1,061;1,495;-4,95;0;2;0;0,005;0,993;-0,049;6,642
1,052;1,504;-4,95;0;2;0;0,005;0,993;-0,049;6,647
1,043;1,513;-4,95;0;2;0;0,005;0,993;-0,048;6,652
1,043;1,513;-4,95;0;2;0;0,005;0,993;-0,048;6,656
1,025;1,513;-4,95;0;2;0;0,005;0,994;-0,048;6,659
1,025;1,513;-4,95;0;2;0;0,005;0,994;-0,048;6,663
1,007;1,514;-4,95;0;2;0;0,005;0,994;-0,048;6,668
0,998;1,523;-4,95;0;2;0;0,005;0,994;-0,047;6,672
0,998;1,523;-4,95;0;2;0;0,005;0,994;-0,047;6,676
0,989;1,523;-4,95;0;2;0;0,005;0,994;-0,047;6,679
0,989;1,523;-4,95;0;2;0;0,005;0,994;-0,047;6,683
0,971;1,532;-4,95;0;2;0;0,004;0,994;-0,046;6,688
0,971;1,532;-4,95;0;2;0;0,004;0,994;-0,046;6,692
0,962;1,541;-4,95;0;2;0;0,004;0,994;-0,045;6,696
0,953;1,541;-4,95;0;2;0;0,004;0,994;-0,045;6,7
0,953;1,541;-4,95;0;2;0;0,004;0,994;-0,045;6,703
0,953;1,541;-4,95;0;2;0;0,004;0,994;-0,045;6,707
0,935;1,542;-4,95;0;2;0;0,004;0,995;-0,045;6,711
0,926;1,551;-4,95;0;2;0;0,004;0,995;-0,044;6,714
0,926;1,551;-4,95;0;2;0;0,004;0,995;-0,044;6,718
0,917;1,56;-4,95;0;2;0;0,004;0,995;-0,043;6,722
0,917;1,56;-4,95;0;2;0;0,004;0,995;-0,043;6,726
0,9;1,56;-4,95;0;2;0;0,004;0,995;-0,043;6,73
0,9;1,56;-4,95;0;2;0;0,004;0,995;-0,043;6,734
0,882;1,569;-4,95;0;2;0;0,004;0,995;-0,043;6,738
0,882;1,569;-4,95;0;2;0;0,004;0,995;-0,043;6,742
