HitX;HitY;HitZ;Px;Py;Pz;Rx;Ry;Rz;Time
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,514
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,53
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,547
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,551
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,554
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,558
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,561
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,566
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,57
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,573
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,576
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,579
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,583
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,588
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,591
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,594
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,598
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,601
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,605
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,608
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,612
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,616
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,619
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,623
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,627
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,63
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,633
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,636
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,64
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,643
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,647
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,651
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,655
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,658
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,662
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,665
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,669
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,673
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,676
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,679
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,683
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,687
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,691
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,694
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,723
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,728
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,732
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,735
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,738
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,742
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,746
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,75
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,753
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,757
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,767
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,772
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,775
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,779
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,782
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,787
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,791
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,795
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,798
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,802
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,821
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,846
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,85
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,855
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,858
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,861
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,869
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,873
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,876
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,88
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,883
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,887
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,89
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,894
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,897
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,9
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,904
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,908
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,911
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,914
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,918
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,921
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,925
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,928
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,932
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,935
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,938
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,941
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,945
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,948
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,951
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,954
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,958
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,961
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,965
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,968
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,971
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,974
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,978
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,981
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,985
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,988
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,991
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,994
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;19,998
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,001
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,005
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,009
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,012
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,015
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,019
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,022
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,026
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,03
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,034
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,037
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,041
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,045
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,049
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,052
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,056
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,062
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,066
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,07
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,074
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,251
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,258
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,262
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,265
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,269
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,273
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,279
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,282
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,288
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,294
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,298
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,303
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,306
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,31
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,313
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,316
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,319
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,322
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,325
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,328
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,331
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,334
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,338
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,342
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,346
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,349
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,352
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,355
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,359
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,365
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,369
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,373
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,378
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,382
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,387
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,392
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,396
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,399
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,402
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,407
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,41
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,415
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,419
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,423
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,428
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,431
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,434
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,437
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,442
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,447
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,459
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,464
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,47
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,474
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,477
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,48
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,484
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,488
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,492
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,495
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,498
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,5
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,504
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,508
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,511
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,515
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,519
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,523
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,527
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,531
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,535
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,54
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,545
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,55
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,555
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,56
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,564
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,568
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,571
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,575
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,579
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,582
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,586
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,589
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,592
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,595
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,598
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,601
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,612
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,617
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,636
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,646
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,65
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,653
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,656
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,659
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,664
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,669
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,673
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,677
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,68
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,684
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,688
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,692
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,695
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,7
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,705
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,708
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,712
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,715
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,718
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,723
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,728
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,732
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,736
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,739
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,742
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,746
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,749
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,753
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,756
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,759
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,763
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,767
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,77
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,774
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,777
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,781
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,785
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,788
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,791
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,796
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,799
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,802
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,806
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,81
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,813
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,816
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,819
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,823
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,826
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,829
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,833
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,836
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,841
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,858
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,862
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,866
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,872
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,879
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,882
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,898
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,902
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,906
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,91
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,913
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,916
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,919
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,922
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,928
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,932
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,936
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,94
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,943
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,947
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,95
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,954
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,959
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,963
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,967
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,971
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,976
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,979
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,984
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,99
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,993
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;20,997
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,004
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,007
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,01
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,013
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,016
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,019
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,022
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,026
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,029
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,033
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,036
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,039
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,043
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,047
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,051
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,054
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,063
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,076
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,08
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,085
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,088
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,091
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,094
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,098
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,106
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,113
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,131
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,139
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,145
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,158
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,164
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,181
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,185
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,189
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,193
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,196
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,2
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,204
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,207
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,211
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,214
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,217
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,221
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,225
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,23
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,235
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,241
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,247
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,252
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,258
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,261
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,266
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,27
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,274
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,278
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,282
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,286
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,289
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,293
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,295
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,298
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,302
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,307
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,313
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,319
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,323
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,329
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,334
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,34
-0,164;1,357;4,95;0;2;0;-0,065;0,017;-0,001;21,345
