HitX;HitY;HitZ;Px;Py;Pz;Rx;Ry;Rz;Rw;Time
0;2;4,95;0;2;0;0;0;0;1;0,02
0;2;4,95;0;2;0;0;0;0;1;0,04
0;2;4,95;0;2;0;0;0;0;1;0,3733333
0;2;4,95;0;2;0;0;0;0;1;0,4286431
0;2;4,95;0;2;0;0;0;0;1;0,4538005
0;2;4,95;0;2;0;0;0;0;1;0,4648107
0;2;4,95;0;2;0;0;0;0;1;0,4733443
0;2;4,95;0;2;0;0;0;0;1;0,484287
0;2;4,95;0;2;0;0;0;0;1;0,4941385
0;2;4,95;0;2;0;0;0;0;1;0,5023826
0;2;4,95;0;2;0;0;0;0;1;0,5121511
0;2;4,95;0;2;0;0;0;0;1;0,520543
0;2;4,95;0;2;0;0;0;0;1;0,5309718
0;2;4,95;0;2;0;0;0;0;1;0,5397792
0;2;4,95;0;2;0;0;0;0;1;0,5485404
0;2;4,95;0;2;0;0;0;0;1;0,5576823
0;2;4,95;0;2;0;0;0;0;1;0,5672162
0;2;4,95;0;2;0;0;0;0;1;0,577091
0;2;4,95;0;2;0;0;0;0;1;0,5852286
0;2;4,95;0;2;0;0;0;0;1;0,593957
0;2;4,95;0;2;0;0;0;0;1;0,6017776
0;2;4,95;0;2;0;0;0;0;1;0,6104829
0;2;4,95;0;2;0;0;0;0;1;0,6181699
0;2;4,95;0;2;0;0;0;0;1;0,6266824
0;2;4,95;0;2;0;0;0;0;1;0,6359077
0;2;4,95;0;2;0;0;0;0;1;0,6448811
0;2;4,95;0;2;0;0;0;0;1;0,6532472
0;2;4,95;0;2;0;0;0;0;1;0,6629474
0;2;4,95;0;2;0;0;0;0;1;0,6708992
0;2;4,95;0;2;0;0;0;0;1;0,6801484
0;2;4,95;0;2;0;0;0;0;1;0,6879123
0;2;4,95;0;2;0;0;0;0;1;0,6966348
0;2;4,95;0;2;0;0;0;0;1;0,7041553
0;2;4,95;0;2;0;0;0;0;1;0,7136736
0;2;4,95;0;2;0;0;0;0;1;0,7225444
0;2;4,95;0;2;0;0;0;0;1;0,731605
0;2;4,95;0;2;0;0;0;0;1;0,7395418
0;2;4,95;0;2;0;0;0;0;1;0,7503201
0;2;4,95;0;2;0;0;0;0;1;0,7592628
0;2;4,95;0;2;0;0;0;0;1;0,7674845
0;2;4,95;0;2;0;0;0;0;1;0,7768361
0;2;4,95;0;2;0;0;0;0;1;0,7859794
0;2;4,95;0;2;0;0;0;0;1;0,7957225
0;2;4,95;0;2;0;0;0;0;1;0,8054044
0;2;4,95;0;2;0;0;0;0;1;0,814612
0;2;4,95;0;2;0;0;0;0;1;0,8243132
0;2;4,95;0;2;0;0;0;0;1;0,8329456
0;2;4,95;0;2;0;0;0;0;1;0,8432474
0;2;4,95;0;2;0;0;0;0;1;0,8516077
0;2;4,95;0;2;0;0;0;0;1;0,8614547
0;2;4,95;0;2;0;0;0;0;1;0,8709418
0;2;4,95;0;2;0;0;0;0;1;0,8806446
0;2;4,95;0;2;0;0;0;0;1;0,8891202
0;2;4,95;0;2;0;0;0;0;1;0,8986671
0;2;4,95;0;2;0;0;0;0;1;0,9075976
0;2;4,95;0;2;0;0;0;0;1;0,9175094
0;2;4,95;0;2;0;0;0;0;1;0,9266574
0;2;4,95;0;2;0;0;0;0;1;0,935326
0;2;4,95;0;2;0;0;0;0;1;0,944727
0;2;4,95;0;2;0;0;0;0;1;0,953047
0;2;4,95;0;2;0;0;0;0;1;0,9632002
0;2;4,95;0;2;0;0;0;0;1;0,9728125
0;2;4,95;0;2;0;0;0;0;1;0,9826942
0;2;4,95;0;2;0;0;0;0;1;0,9924882
0;2;4,95;0;2;0;0;0;0;1;1,000749
0;2;4,95;0;2;0;0;0;0;1;1,010084
0;2;4,95;0;2;0;0;0;0;1;1,017983
0;2;4,95;0;2;0;0;0;0;1;1,027667
0;2;4,95;0;2;0;0;0;0;1;1,036138
0;2;4,95;0;2;0;0;0;0;1;1,045138
0;2;4,95;0;2;0;0;0;0;1;1,054303
0;2;4,95;0;2;0;0;0;0;1;1,064441
0;2;4,95;0;2;0;0;0;0;1;1,075538
0;2;4,95;0;2;0;0;0;0;1;1,083729
0;2;4,95;0;2;0;0;0;0;1;1,094548
0;2;4,95;0;2;0;0;0;0;1;1,102925
0;2;4,95;0;2;0;0;0;0;1;1,113627
0;2;4,95;0;2;0;0;0;0;1;1,121598
0;2;4,95;0;2;0;0;0;0;1;1,131071
0;2;4,95;0;2;0;0;0;0;1;1,140756
0;2;4,95;0;2;0;0;0;0;1;1,149573
0;2;4,95;0;2;0;0;0;0;1;1,159196
0;2;4,95;0;2;0;0;0;0;1;1,167781
0;2;4,95;0;2;0;0;0;0;1;1,177707
0;2;4,95;0;2;0;0;0;0;1;1,187551
0;2;4,95;0;2;0;0;0;0;1;1,198526
0;2;4,95;0;2;0;0;0;0;1;1,206461
0;2;4,95;0;2;0;0;0;0;1;1,217403
0;2;4,95;0;2;0;0;0;0;1;1,226616
0;2;4,95;0;2;0;0;0;0;1;1,234666
0;2;4,95;0;2;0;0;0;0;1;1,244113
0;2;4,95;0;2;0;0;0;0;1;1,252359
0;2;4,95;0;2;0;0;0;0;1;1,261181
0;2;4,95;0;2;0;0;0;0;1;1,269478
0;2;4,95;0;2;0;0;0;0;1;1,280109
0;2;4,95;0;2;0;0;0;0;1;1,288495
0;2;4,95;0;2;0;0;0;0;1;1,298674
0;2;4,95;0;2;0;0;0;0;1;1,307032
0;2;4,95;0;2;0;0;0;0;1;1,316732
0;2;4,95;0;2;0;0;0;0;1;1,326734
0;2;4,95;0;2;0;0;0;0;1;1,335377
0;2;4,95;0;2;0;0;0;0;1;1,344193
0;2;4,95;0;2;0;0;0;0;1;1,3543
0;2;4,95;0;2;0;0;0;0;1;1,363418
0;2;4,95;0;2;0;0;0;0;1;1,371685
0;2;4,95;0;2;0;0;0;0;1;1,381183
0;2;4,95;0;2;0;0;0;0;1;1,390036
0;2;4,95;0;2;0;0;0;0;1;1,401504
0;2;4,95;0;2;0;0;0;0;1;1,411085
0;2;4,95;0;2;0;0;0;0;1;1,420238
0;2;4,95;0;2;0;0;0;0;1;1,430552
