X, Y, Z
0;1;-4,95;0,02
0;1;4,95;0,04
0;1;4,95;0,37
1,008;0;1,684;0,41
1,008;0;1,684;0,43
1,008;0;1,684;0,43
1,008;0;1,684;0,44
1,008;0;1,684;0,44
1,008;0;1,684;0,44
1,008;0;1,684;0,45
1,008;0;1,684;0,45
1,008;0;1,684;0,46
1,008;0;1,684;0,47
1,008;0;1,684;0,47
1,008;0;1,684;0,48
1,008;0;1,684;0,49
1,008;0;1,684;0,49
1,008;0;1,684;0,5
1,008;0;1,684;0,51
1,008;0;1,684;0,51
1,008;0;1,684;0,52
1,008;0;1,684;0,53
1,008;0;1,684;0,53
1,008;0;1,684;0,54
1,008;0;1,684;0,55
1,008;0;1,684;0,55
1,008;0;1,684;0,56
1,008;0;1,684;0,57
1,008;0;1,684;0,57
1,008;0;1,684;0,58
1,008;0;1,684;0,58
1,008;0;1,684;0,59
1,008;0;1,684;0,59
1,008;0;1,684;0,6
1,008;0;1,684;0,6
1,008;0;1,684;0,61
1,008;0;1,684;0,61
1,008;0;1,684;0,61
1,008;0;1,684;0,62
1,008;0;1,684;0,62
1,008;0;1,684;0,63
1,008;0;1,684;0,63
1,008;0;1,684;0,64
1,008;0;1,684;0,64
1,008;0;1,684;0,64
1,008;0;1,684;0,65
1,008;0;1,684;0,65
1,008;0;1,684;0,66
1,008;0;1,684;0,66
1,008;0;1,684;0,67
1,008;0;1,684;0,67
1,008;0;1,684;0,67
1,008;0;1,684;0,68
1,008;0;1,684;0,68
1,008;0;1,684;0,69
1,008;0;1,684;0,69
1,008;0;1,684;0,7
1,008;0;1,684;0,7
1,008;0;1,684;0,7
1,008;0;1,684;0,71
1,008;0;1,684;0,71
1,008;0;1,684;0,72
1,008;0;1,684;0,72
1,008;0;1,684;0,73
1,008;0;1,684;0,73
1,008;0;1,684;0,73
1,008;0;1,684;0,74
1,008;0;1,684;0,74
1,008;0;1,684;0,75
1,008;0;1,684;0,75
1,008;0;1,684;0,76
1,012;0;1,691;0,76
1,012;0;1,691;0,77
1,012;0;1,691;0,77
1,017;0;1,699;0,78
1,017;0;1,699;0,78
1,021;0;1,706;0,79
1,021;0;1,706;0,79
1,021;0;1,706;0,79
1,021;0;1,706;0,81
1,021;0;1,706;0,81
1,021;0;1,706;0,82
1,021;0;1,706;0,82
1,021;0;1,706;0,83
1,021;0;1,706;0,83
1,021;0;1,706;0,83
1,021;0;1,706;0,84
1,021;0;1,706;0,84
1,021;0;1,706;0,85
1,021;0;1,706;0,85
1,021;0;1,706;0,86
1,021;0;1,706;0,86
1,026;0;1,714;0,87
1,026;0;1,714;0,87
1,035;0;1,729;0,88
1,035;0;1,729;0,88
1,039;0;1,736;0,89
1,041;0;1,746;0,89
1,041;0;1,746;0,9
1,045;0;1,753;0,9
1,047;0;1,763;0,91
1,047;0;1,763;0,91
1,051;0;1,771;0,91
1,051;0;1,771;0,92
1,056;0;1,779;0,92
1,056;0;1,779;0,93
1,058;0;1,788;0,93
1,059;0;1,798;0,94
1,059;0;1,798;0,94
1,066;0;1,816;0,95
1,074;0;1,845;0,96
1,09;0;1,881;0,97
1,097;0;1,9;0,97
1,104;0;1,92;0,98
1,104;0;1,92;0,98
1,104;0;1,944;0,99
1,104;0;1,944;0,99
1,122;0;1,983;1
1,129;0;2,004;1
1,129;0;2,004;1,01
1,133;0;2,027;1,01
1,14;0;2,049;1,02
1,14;0;2,049;1,02
1,148;0;2,071;1,03
1,148;0;2,071;1,03
