HitX;HitY;HitZ;Px;Py;Pz;Rx;Ry;Rz;Rw;Time
0;2;4,95;0;2;0;0;0;0;1;0,02
0;2;4,95;0;2;0;0;0;0;1;0,04
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,3733333
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,4021618
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,4174071
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,4276381
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,4374063
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,4465846
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,4559697
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,465698
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,4758088
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,4860276
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,4938127
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,5030534
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,5111688
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,5199425
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,5292749
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,5393623
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,5474114
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,5584342
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,5662687
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,5750405
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,582493
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,5918153
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,5997751
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,6090192
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,6192378
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,6270201
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,6361924
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,6447661
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,65401
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,6626779
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,6720307
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,6813886
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,6916394
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,6994565
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,7091026
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,7181415
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,727895
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,7362607
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,7440448
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,7526491
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,761595
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,7704808
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,7786915
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,7884313
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,7973504
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,8071839
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,8161452
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,8250002
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,8338516
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,8428548
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,852063
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,8603995
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,8695851
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,8790656
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,8891702
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,8973953
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,9063054
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,9153584
-0,837;3,535;4,95;0;2;0;-0,147291;-0,08275872;-0,01236837;0,9855472;0,9249954
