HitX;HitY;HitZ;Px;Py;Pz;Rx;Ry;Rz;Rw;Time
0;2;4,95;0;2;0;0;0;0;1;0,02
0;2;4,95;0;2;0;0;0;0;1;0,04
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,3733333
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,4148479
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,4336946
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,4473447
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,4604101
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,472592
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,4859236
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,498053
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,5104983
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,5219066
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,534428
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,5463282
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,5586661
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,5699588
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,5828438
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,5954
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,6068585
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,6188343
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,6315026
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,6439955
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,6553439
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,6674219
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,6802812
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,6929011
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,7042495
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,7165218
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,7294421
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,742614
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,7541872
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,7666205
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,7786402
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,7903466
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,8026319
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,8168254
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,8294068
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,8413614
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,8527372
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,8645564
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,8765356
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,8875795
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,9001452
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,9126768
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,9257898
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,9369665
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,9497706
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,9623182
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,9767967
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;0,9896511
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;1,002239
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;1,014346
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;1,026159
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;1,038665
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;1,050768
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;1,063604
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;1,07919
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;1,094257
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;1,109922
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;1,125102
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;1,137354
0,043;2,573;4,95;0;2;0;-0,05756348;0,004356075;0,0002511697;0,9983323;1,150085
