HitX;HitY;HitZ;Px;Py;Pz;Rx;Ry;Rz;Rw;Time
0;2;4,95;0;2;0;0;0;0;1;0,02
0;2;4,95;0;2;0;0;0;0;1;0,04
0;2;4,95;0;2;0;0;0;0;1;0,3733333
0;2;4,95;0;2;0;0;0;0;1;0,4026555
0;2;4,95;0;2;0;0;0;0;1;0,4220314
0;2;4,95;0;2;0;0;0;0;1;0,4331581
0;2;4,95;0;2;0;0;0;0;1;0,4431086
0;2;4,95;0;2;0;0;0;0;1;0,4506386
0;2;4,95;0;2;0;0;0;0;1;0,460706
0;2;4,95;0;2;0;0;0;0;1;0,4710113
0;2;4,95;0;2;0;0;0;0;1;0,4795794
0;2;4,95;0;2;0;0;0;0;1;0,488214
0;2;4,95;0;2;0;0;0;0;1;0,4962546
0;2;4,95;0;2;0;0;0;0;1;0,5056933
0;2;4,95;0;2;0;0;0;0;1;0,5136604
0;2;4,95;0;2;0;0;0;0;1;0,5239518
0;2;4,95;0;2;0;0;0;0;1;0,5322551
0;2;4,95;0;2;0;0;0;0;1;0,5419412
0;2;4,95;0;2;0;0;0;0;1;0,5499787
0;2;4,95;0;2;0;0;0;0;1;0,5657629
0;2;4,95;0;2;0;0;0;0;1;0,577339
0;2;4,95;0;2;0;0;0;0;1;0,590599
0;2;4,95;0;2;0;0;0;0;1;0,6034114
0;2;4,95;0;2;0;0;0;0;1;0,6139855
0;2;4,95;0;2;0;0;0;0;1;0,6247915
0;2;4,95;0;2;0;0;0;0;1;0,6373757
0;2;4,95;0;2;0;0;0;0;1;0,6488019
0;2;4,95;0;2;0;0;0;0;1;0,6597041
0;2;4,95;0;2;0;0;0;0;1;0,6740417
0;2;4,95;0;2;0;0;0;0;1;0,6865789
0;2;4,95;0;2;0;0;0;0;1;0,6986848
0;2;4,95;0;2;0;0;0;0;1;0,7114588
0;2;4,95;0;2;0;0;0;0;1;0,7237055
0;2;4,95;0;2;0;0;0;0;1;0,7337846
0;2;4,95;0;2;0;0;0;0;1;0,7453734
0;2;4,95;0;2;0;0;0;0;1;0,7584188
0;2;4,95;0;2;0;0;0;0;1;0,7686152
0;2;4,95;0;2;0;0;0;0;1;0,7811296
0;2;4,95;0;2;0;0;0;0;1;0,7949671
0;2;4,95;0;2;0;0;0;0;1;0,8065481
0;2;4,95;0;2;0;0;0;0;1;0,8173808
0;2;4,95;0;2;0;0;0;0;1;0,829168
0;2;4,95;0;2;0;0;0;0;1;0,842083
0;2;4,95;0;2;0;0;0;0;1;0,8536254
0;2;4,95;0;2;0;0;0;0;1;0,8645555
0;2;4,95;0;2;0;0;0;0;1;0,8758394
0;2;4,95;0;2;0;0;0;0;1;0,8867049
0;2;4,95;0;2;0;0;0;0;1;0,9000218
0;2;4,95;0;2;0;0;0;0;1;0,9122345
0;2;4,95;0;2;0;0;0;0;1;0,9239606
0;2;4,95;0;2;0;0;0;0;1;0,937338
0;2;4,95;0;2;0;0;0;0;1;0,9499935
0;2;4,95;0;2;0;0;0;0;1;0,9618156
0;2;4,95;0;2;0;0;0;0;1;0,9738218
0;2;4,95;0;2;0;0;0;0;1;0,9854398
0;2;4,95;0;2;0;0;0;0;1;0,996839
0;2;4,95;0;2;0;0;0;0;1;1,008474
0;2;4,95;0;2;0;0;0;0;1;1,020544
0;2;4,95;0;2;0;0;0;0;1;1,030698
0;2;4,95;0;2;0;0;0;0;1;1,043702
0;2;4,95;0;2;0;0;0;0;1;1,054858
0;2;4,95;0;2;0;0;0;0;1;1,065804
0;2;4,95;0;2;0;0;0;0;1;1,077143
0;2;4,95;0;2;0;0;0;0;1;1,090098
0;2;4,95;0;2;0;0;0;0;1;1,100133
0;2;4,95;0;2;0;0;0;0;1;1,113199
0;2;4,95;0;2;0;0;0;0;1;1,124688
0;2;4,95;0;2;0;0;0;0;1;1,136688
0;2;4,95;0;2;0;0;0;0;1;1,148167
0;2;4,95;0;2;0;0;0;0;1;1,159925
0;2;4,95;0;2;0;0;0;0;1;1,171068
0;2;4,95;0;2;0;0;0;0;1;1,181302
0;2;4,95;0;2;0;0;0;0;1;1,194143
0;2;4,95;0;2;0;0;0;0;1;1,20516
0;2;4,95;0;2;0;0;0;0;1;1,216599
0;2;4,95;0;2;0;0;0;0;1;1,229243
0;2;4,95;0;2;0;0;0;0;1;1,242281
0;2;4,95;0;2;0;0;0;0;1;1,255687
0;2;4,95;0;2;0;0;0;0;1;1,269861
0;2;4,95;0;2;0;0;0;0;1;1,280968
0;2;4,95;0;2;0;0;0;0;1;1,294703
0;2;4,95;0;2;0;0;0;0;1;1,305851
0;2;4,95;0;2;0;0;0;0;1;1,316496
0;2;4,95;0;2;0;0;0;0;1;1,329211
0;2;4,95;0;2;0;0;0;0;1;1,343154
0;2;4,95;0;2;0;0;0;0;1;1,355687
0;2;4,95;0;2;0;0;0;0;1;1,368644
0;2;4,95;0;2;0;0;0;0;1;1,382689
0;2;4,95;0;2;0;0;0;0;1;1,396386
0;2;4,95;0;2;0;0;0;0;1;1,410479
0;2;4,95;0;2;0;0;0;0;1;1,422225
0;2;4,95;0;2;0;0;0;0;1;1,434089
0;2;4,95;0;2;0;0;0;0;1;1,445292
0;2;4,95;0;2;0;0;0;0;1;1,459185
0;2;4,95;0;2;0;0;0;0;1;1,471155
0;2;4,95;0;2;0;0;0;0;1;1,48298
0;2;4,95;0;2;0;0;0;0;1;1,495455
0;2;4,95;0;2;0;0;0;0;1;1,506953
0;2;4,95;0;2;0;0;0;0;1;1,517647
0;2;4,95;0;2;0;0;0;0;1;1,532924
0;2;4,95;0;2;0;0;0;0;1;1,546529
0;2;4,95;0;2;0;0;0;0;1;1,559529
0;2;4,95;0;2;0;0;0;0;1;1,571784
0;2;4,95;0;2;0;0;0;0;1;1,582777
0;2;4,95;0;2;0;0;0;0;1;1,597688
0;2;4,95;0;2;0;0;0;0;1;1,609664
0;2;4,95;0;2;0;0;0;0;1;1,621188
0;2;4,95;0;2;0;0;0;0;1;1,633115
0;2;4,95;0;2;0;0;0;0;1;1,644479
0;2;4,95;0;2;0;0;0;0;1;1,655961
0;2;4,95;0;2;0;0;0;0;1;1,669086
